,ebpf-ratelimiter-main,bpf-filter-master,bcc,cilium,ingress-node-firewall-master,xdp-mptm-main,ebpf-samples,katran,ebpf-ratelimiter-main_count,bpf-filter-master_count,bcc_count,cilium_count,ingress-node-firewall-master_count,xdp-mptm-main_count,ebpf-samples_count,katran_count
tail_ipv6_policy,{'tail_ipv6_policy': {'children': {}}},{'tail_ipv6_policy': {'children': {}}},{'tail_ipv6_policy': {'children': {}}},"{'tail_ipv6_policy': {'children': {'encode_custom_prog_meta': {'children': {'ctx_store_meta': {'children': {}}}}, 'ctx_store_meta': {'children': {}}, 'ctx_load_meta': {'children': {}}, 'ipv6_policy': {'children': {'send_trace_notify6': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'ct_has_nodeport_egress_entry6': {'children': {}}, 'redirect_to_proxy': {'children': {}}, 'send_policy_verdict_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'policy_verdict_filter_allow': {'children': {}}}}, 'ct_update_nodeport': {'children': {}}, 'ct_state_is_from_l7lb': {'children': {}}, 'policy_clear_mark': {'children': {'ctx_store_meta': {'children': {}}}}, 'get_ct_map6': {'children': {}}, 'lb6_rev_nat': {'children': {'__lb6_rev_nat': {'children': {'csum_l4_replace': {'children': {}}, 'reverse_map_l4_port': {'children': {'l4_load_port': {'children': {}}, 'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}}}, 'ipv6_store_saddr': {'children': {}}, 'ipv6_load_saddr': {'children': {}}, 'ipv6_addr_copy': {'children': {}}}}}}, 'ct_create6': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'ct_update6_dsr': {'children': {}}, 'tc_index_skip_egress_proxy': {'children': {'cilium_dbg': {'children': {}}}}, 'policy_can_access_ingress': {'children': {'__policy_can_access': {'children': {'ctx_load_meta': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'cilium_dbg3': {'children': {}}, 'account': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'ctx_load_meta': {'children': {}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, 'tc_index_skip_ingress_proxy': {'children': {'cilium_dbg': {'children': {}}}}, 'redirect_ep': {'children': {'ctx_redirect_peer': {'children': {}}, 'ctx_redirect': {'children': {}}}}, 'handle_dsr_v6': {'children': {'find_dsr_v6': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'snat_v6_create_dsr': {'children': {'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}}}, 'csum_l4_offset_and_flags': {'children': {}}, 'ipv6_addr_copy': {'children': {}}}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ctx_redirect_to_proxy6': {'children': {'__ctx_redirect_to_proxy': {'children': {'cilium_dbg': {'children': {}}}}}}, 'tail_call_static': {'children': {}}}}}",{'tail_ipv6_policy': {'children': {}}},{'tail_ipv6_policy': {'children': {}}},{'tail_ipv6_policy': {'children': {}}},{'tail_ipv6_policy': {'children': {}}},1,1,1,96,1,1,1,1
__le64_to_cpup,{'__le64_to_cpup': {'children': {}}},{'__le64_to_cpup': {'children': {}}},{'__le64_to_cpup': {'children': {}}},{'__le64_to_cpup': {'children': {'__swab64p': {'children': {}}}}},{'__le64_to_cpup': {'children': {}}},{'__le64_to_cpup': {'children': {}}},{'__le64_to_cpup': {'children': {}}},{'__le64_to_cpup': {'children': {}}},1,1,1,2,1,1,1,1
tail_handle_nat_fwd_ipv4,{'tail_handle_nat_fwd_ipv4': {'children': {}}},{'tail_handle_nat_fwd_ipv4': {'children': {}}},{'tail_handle_nat_fwd_ipv4': {'children': {}}},"{'tail_handle_nat_fwd_ipv4': {'children': {'nodeport_nat_ipv4_fwd': {'children': {'snat_v4_process': {'children': {'snat_v4_can_skip': {'children': {}}, 'ipv4_has_l4_header': {'children': {'ipv4_is_not_first_fragment': {'children': {}}}}, 'snat_v4_handle_mapping': {'children': {'snat_v4_track_local': {'children': {'ct_create4': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, 'ct_lookup4': {'children': {'ipv4_ct_extract_l4_ports': {'children': {'ipv4_handle_fragmentation': {'children': {'ipv4_frag_get_l4ports': {'children': {'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}}}, 'ipv4_is_not_first_fragment': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ipv4_is_fragment': {'children': {}}, 'ct_to_metrics_dir': {'children': {}}}}}}, 'ipv4_ct_tuple_reverse': {'children': {'ct_flip_tuple_dir4': {'children': {}}, '__ipv4_ct_tuple_reverse': {'children': {}}}}, 'relax_verifier': {'children': {}}, '__ct_lookup': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'ct_entry_seen_both_syns': {'children': {}}, 'cilium_dbg': {'children': {}}, 'ct_entry_alive': {'children': {}}, 'ct_entry_closing': {'children': {}}, 'ct_entry_expired_rebalance': {'children': {}}, '__ct_update_timeout': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ct_reset_closing': {'children': {}}}}, 'cilium_dbg': {'children': {}}, 'cilium_dbg3': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, 'get_ct_map4': {'children': {}}}}, 'snat_v4_lookup': {'children': {'__snat_lookup': {'children': {}}}}, 'snat_v4_new_mapping': {'children': {'snat_v4_swap_tuple': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'snat_v4_lookup': {'children': {'__snat_lookup': {'children': {}}}}, 'snat_v4_update': {'children': {'__snat_update': {'children': {}}}}, '__snat_try_keep_port': {'children': {'__snat_clamp_port_range': {'children': {}}}}, 'send_signal_nat_fill_up': {'children': {}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, '__snat_clamp_port_range': {'children': {}}}}}}, 'snat_v4_rewrite_egress': {'children': {'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}, 'csum_l4_offset_and_flags': {'children': {}}, 'csum_l4_replace': {'children': {}}}}, 'ipv4_hdrlen': {'children': {}}, 'snat_v4_rewrite_ingress': {'children': {'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}, 'csum_l4_offset_and_flags': {'children': {}}, 'csum_l4_replace': {'children': {}}}}}}, 'snat_v4_needed': {'children': {'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, '__lookup_ip4_endpoint': {'children': {}}, 'ipv4_is_in_subnet': {'children': {}}, 'ct_is_reply4': {'children': {'ct_extract_ports4': {'children': {'ipv4_ct_extract_l4_ports': {'children': {'ipv4_handle_fragmentation': {'children': {'ipv4_frag_get_l4ports': {'children': {'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}}}, 'ipv4_is_not_first_fragment': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ipv4_is_fragment': {'children': {}}, 'ct_to_metrics_dir': {'children': {}}}}}}}}}}, 'ipv4_hdrlen': {'children': {}}, 'lookup_ip4_egress_gw_policy': {'children': {}}, 'identity_is_cluster': {'children': {'identity_in_range': {'children': {}}}}, 'get_ct_map4': {'children': {}}, 'identity_is_remote_node': {'children': {}}}}}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}}}}",{'tail_handle_nat_fwd_ipv4': {'children': {}}},{'tail_handle_nat_fwd_ipv4': {'children': {}}},{'tail_handle_nat_fwd_ipv4': {'children': {}}},{'tail_handle_nat_fwd_ipv4': {'children': {}}},1,1,1,131,1,1,1,1
l4_csum_replace,{'l4_csum_replace': {'children': {}}},{'l4_csum_replace': {'children': {}}},{'l4_csum_replace': {'children': {}}},"{'l4_csum_replace': {'children': {'__csum_replace_by_4': {'children': {'__csum_replace_by_diff': {'children': {'csum_add': {'children': {}}, 'csum_fold': {'children': {}}, 'csum_unfold': {'children': {}}}}, 'csum_add': {'children': {}}}}, '__csum_replace_by_diff': {'children': {'csum_add': {'children': {}}, 'csum_fold': {'children': {}}, 'csum_unfold': {'children': {}}}}}}}",{'l4_csum_replace': {'children': {}}},{'l4_csum_replace': {'children': {}}},{'l4_csum_replace': {'children': {}}},{'l4_csum_replace': {'children': {}}},1,1,1,11,1,1,1,1
tail_ipv4_to_endpoint,{'tail_ipv4_to_endpoint': {'children': {}}},{'tail_ipv4_to_endpoint': {'children': {}}},{'tail_ipv4_to_endpoint': {'children': {}}},"{'tail_ipv4_to_endpoint': {'children': {'encode_custom_prog_meta': {'children': {'ctx_store_meta': {'children': {}}}}, 'ctx_load_meta': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'ctx_store_meta': {'children': {}}, 'ipv4_policy': {'children': {'redirect_to_proxy': {'children': {}}, 'send_policy_verdict_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'policy_verdict_filter_allow': {'children': {}}}}, 'ct_update_nodeport': {'children': {}}, 'ct_state_is_from_l7lb': {'children': {}}, 'get_ct_map4': {'children': {}}, 'send_trace_notify4': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}}}, 'policy_clear_mark': {'children': {'ctx_store_meta': {'children': {}}}}, 'handle_dsr_v4': {'children': {'snat_v4_create_dsr': {'children': {'ipv4_hdrlen': {'children': {}}}}}}, 'lb4_rev_nat': {'children': {'__lb4_rev_nat': {'children': {'reverse_map_l4_port': {'children': {'l4_load_port': {'children': {}}, 'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}}}, 'csum_l4_replace': {'children': {}}}}}}, 'tc_index_skip_egress_proxy': {'children': {'cilium_dbg': {'children': {}}}}, 'ipv4_has_l4_header': {'children': {'ipv4_is_not_first_fragment': {'children': {}}}}, 'ct_create4': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}}}, 'relax_verifier': {'children': {}}, 'ipv4_is_fragment': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'policy_can_access_ingress': {'children': {'__policy_can_access': {'children': {'ctx_load_meta': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'cilium_dbg3': {'children': {}}, 'account': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}}}, 'ctx_load_meta': {'children': {}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, 'tc_index_skip_ingress_proxy': {'children': {'cilium_dbg': {'children': {}}}}, 'redirect_ep': {'children': {'ctx_redirect_peer': {'children': {}}, 'ctx_redirect': {'children': {}}}}, 'csum_l4_offset_and_flags': {'children': {}}, 'ct_update4_dsr': {'children': {}}, 'ct_has_nodeport_egress_entry4': {'children': {}}}}, 'update_metrics': {'children': {}}, 'cilium_dbg': {'children': {}}, 'ctx_redirect_to_proxy_hairpin_ipv4': {'children': {'ctx_redirect_to_proxy_hairpin': {'children': {'ipv6_l3': {'children': {'ipv6_dec_hoplimit': {'children': {}}, 'icmp6_send_time_exceeded': {'children': {'ctx_store_meta': {'children': {}}, 'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}}}, 'ipv4_l3': {'children': {'ipv4_dec_ttl': {'children': {}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}}}, 'ctx_store_meta': {'children': {}}, 'cilium_dbg': {'children': {}}, 'bpf_barrier': {'children': {}}, 'ctx_redirect': {'children': {}}}}}}, 'tail_call_static': {'children': {}}, 'identity_is_reserved': {'children': {'identity_is_remote_node': {'children': {}}}}}}}",{'tail_ipv4_to_endpoint': {'children': {}}},{'tail_ipv4_to_endpoint': {'children': {}}},{'tail_ipv4_to_endpoint': {'children': {}}},{'tail_ipv4_to_endpoint': {'children': {}}},1,1,1,124,1,1,1,1
ipv6_extract_tuple,{'ipv6_extract_tuple': {'children': {}}},{'ipv6_extract_tuple': {'children': {}}},{'ipv6_extract_tuple': {'children': {}}},"{'ipv6_extract_tuple': {'children': {'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}}",{'ipv6_extract_tuple': {'children': {}}},{'ipv6_extract_tuple': {'children': {}}},{'ipv6_extract_tuple': {'children': {}}},{'ipv6_extract_tuple': {'children': {}}},1,1,1,5,1,1,1,1
tail_ipv6_to_endpoint,{'tail_ipv6_to_endpoint': {'children': {}}},{'tail_ipv6_to_endpoint': {'children': {}}},{'tail_ipv6_to_endpoint': {'children': {}}},"{'tail_ipv6_to_endpoint': {'children': {'encode_custom_prog_meta': {'children': {'ctx_store_meta': {'children': {}}}}, 'ctx_redirect_to_proxy_hairpin_ipv6': {'children': {'ctx_redirect_to_proxy_hairpin': {'children': {'ipv6_l3': {'children': {'ipv6_dec_hoplimit': {'children': {}}, 'icmp6_send_time_exceeded': {'children': {'ctx_store_meta': {'children': {}}, 'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}}}, 'ipv4_l3': {'children': {'ipv4_dec_ttl': {'children': {}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}}}, 'ctx_store_meta': {'children': {}}, 'cilium_dbg': {'children': {}}, 'bpf_barrier': {'children': {}}, 'ctx_redirect': {'children': {}}}}}}, 'ctx_load_meta': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'ctx_store_meta': {'children': {}}, 'ipv6_policy': {'children': {'send_trace_notify6': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'ct_has_nodeport_egress_entry6': {'children': {}}, 'redirect_to_proxy': {'children': {}}, 'send_policy_verdict_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'policy_verdict_filter_allow': {'children': {}}}}, 'ct_update_nodeport': {'children': {}}, 'ct_state_is_from_l7lb': {'children': {}}, 'policy_clear_mark': {'children': {'ctx_store_meta': {'children': {}}}}, 'get_ct_map6': {'children': {}}, 'lb6_rev_nat': {'children': {'__lb6_rev_nat': {'children': {'csum_l4_replace': {'children': {}}, 'reverse_map_l4_port': {'children': {'l4_load_port': {'children': {}}, 'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}}}, 'ipv6_store_saddr': {'children': {}}, 'ipv6_load_saddr': {'children': {}}, 'ipv6_addr_copy': {'children': {}}}}}}, 'ct_create6': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'ct_update6_dsr': {'children': {}}, 'tc_index_skip_egress_proxy': {'children': {'cilium_dbg': {'children': {}}}}, 'policy_can_access_ingress': {'children': {'__policy_can_access': {'children': {'ctx_load_meta': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'cilium_dbg3': {'children': {}}, 'account': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'ctx_load_meta': {'children': {}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, 'tc_index_skip_ingress_proxy': {'children': {'cilium_dbg': {'children': {}}}}, 'redirect_ep': {'children': {'ctx_redirect_peer': {'children': {}}, 'ctx_redirect': {'children': {}}}}, 'handle_dsr_v6': {'children': {'find_dsr_v6': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'snat_v6_create_dsr': {'children': {'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}}}, 'csum_l4_offset_and_flags': {'children': {}}, 'ipv6_addr_copy': {'children': {}}}}, 'update_metrics': {'children': {}}, 'cilium_dbg': {'children': {}}, 'tail_call_static': {'children': {}}, 'identity_is_reserved': {'children': {'identity_is_remote_node': {'children': {}}}}}}}",{'tail_ipv6_to_endpoint': {'children': {}}},{'tail_ipv6_to_endpoint': {'children': {}}},{'tail_ipv6_to_endpoint': {'children': {}}},{'tail_ipv6_to_endpoint': {'children': {}}},1,1,1,134,1,1,1,1
caller,{'caller': {'children': {}}},{'caller': {'children': {}}},{'caller': {'children': {}}},{'caller': {'children': {}}},{'caller': {'children': {}}},{'caller': {'children': {}}},{'caller': {'children': {}}},{'caller': {'children': {}}},1,1,1,1,1,1,1,1
tail_srv6_reply,{'tail_srv6_reply': {'children': {}}},{'tail_srv6_reply': {'children': {}}},{'tail_srv6_reply': {'children': {}}},"{'tail_srv6_reply': {'children': {'srv6_reply': {'children': {'validate_ethertype': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'srv6_handling4': {'children': {'srv6_encapsulation': {'children': {'ctx_adjust_hroom': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}, 'ctx_adjust_hroom_flags': {'children': {}}}}, 'ctx_change_proto': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}}}, 'srv6_lookup_state_entry4': {'children': {}}, 'srv6_lookup_state_entry6': {'children': {}}, 'srv6_handling6': {'children': {'srv6_encapsulation': {'children': {'ctx_adjust_hroom': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}, 'ctx_adjust_hroom_flags': {'children': {}}}}}}}}}}}",{'tail_srv6_reply': {'children': {}}},{'tail_srv6_reply': {'children': {}}},{'tail_srv6_reply': {'children': {}}},{'tail_srv6_reply': {'children': {}}},1,1,1,32,1,1,1,1
mptm_pass,{'mptm_pass': {'children': {}}},{'mptm_pass': {'children': {}}},{'mptm_pass': {'children': {}}},{'mptm_pass': {'children': {}}},{'mptm_pass': {'children': {}}},{'mptm_pass': {'children': {}}},{'mptm_pass': {'children': {}}},{'mptm_pass': {'children': {}}},1,1,1,1,1,1,1,1
combine_ports,{'combine_ports': {'children': {}}},{'combine_ports': {'children': {}}},{'combine_ports': {'children': {}}},{'combine_ports': {'children': {}}},{'combine_ports': {'children': {}}},{'combine_ports': {'children': {}}},{'combine_ports': {'children': {}}},{'combine_ports': {'children': {}}},1,1,1,1,1,1,1,1
__le16_to_cpup,{'__le16_to_cpup': {'children': {}}},{'__le16_to_cpup': {'children': {}}},{'__le16_to_cpup': {'children': {}}},{'__le16_to_cpup': {'children': {'__swab16p': {'children': {}}}}},{'__le16_to_cpup': {'children': {}}},{'__le16_to_cpup': {'children': {}}},{'__le16_to_cpup': {'children': {}}},{'__le16_to_cpup': {'children': {}}},1,1,1,2,1,1,1,1
__be16_to_cpup,{'__be16_to_cpup': {'children': {}}},{'__be16_to_cpup': {'children': {}}},{'__be16_to_cpup': {'children': {}}},{'__be16_to_cpup': {'children': {'__swab16p': {'children': {}}}}},{'__be16_to_cpup': {'children': {}}},{'__be16_to_cpup': {'children': {}}},{'__be16_to_cpup': {'children': {}}},{'__be16_to_cpup': {'children': {}}},1,1,1,2,1,1,1,1
ipv4_extract_tuple,{'ipv4_extract_tuple': {'children': {}}},{'ipv4_extract_tuple': {'children': {}}},{'ipv4_extract_tuple': {'children': {}}},{'ipv4_extract_tuple': {'children': {'ipv4_hdrlen': {'children': {}}}}},{'ipv4_extract_tuple': {'children': {}}},{'ipv4_extract_tuple': {'children': {}}},{'ipv4_extract_tuple': {'children': {}}},{'ipv4_extract_tuple': {'children': {}}},1,1,1,2,1,1,1,1
csum_diff,{'csum_diff': {'children': {}}},{'csum_diff': {'children': {}}},{'csum_diff': {'children': {}}},{'csum_diff': {'children': {'csum_add': {'children': {}}}}},{'csum_diff': {'children': {}}},{'csum_diff': {'children': {}}},{'csum_diff': {'children': {}}},{'csum_diff': {'children': {}}},1,1,1,2,1,1,1,1
xdp_val,{'xdp_val': {'children': {}}},{'xdp_val': {'children': {}}},{'xdp_val': {'children': {}}},{'xdp_val': {'children': {}}},{'xdp_val': {'children': {}}},{'xdp_val': {'children': {}}},{'xdp_val': {'children': {}}},{'xdp_val': {'children': {}}},1,1,1,1,1,1,1,1
